neo4j_id,cluster_id
14848,2
6133,2
5568,2
14825,2
78752,2
80577,2
81762,2
72141,2
14941,2
12768,2
316,2
14717,2
14913,2
67786,2
14584,2
13699,2
14924,2
11094,2
13950,2
14808,2
14382,2
78454,2
13774,2
81793,2
14464,2
1005,2
81283,2
10063,2
11959,2
76962,2
13285,2
14400,2
12399,2
12194,2
14577,2
12494,2
15063,2
71387,2
80813,2
8676,2
76876,2
2632,2
79028,2
69122,2
77898,2
78086,2
69416,2
78903,2
71511,2
14562,2
11021,2
10859,2
79750,2
14896,2
13357,2
14450,2
74653,2
14223,2
76997,2
77996,2
79631,2
14368,2
13971,2
371,2
12523,2
13758,2
71006,2
3191,2
81815,2
10217,2
7566,2
14037,2
80474,2
9767,2
10199,2
15035,2
71007,2
14127,2
12128,2
78180,2
77665,2
81972,2
74973,2
9295,2
78274,2
79160,2
74403,2
14539,2
67346,2
1338,2
14439,2
80863,2
10710,2
9176,2
79633,2
13762,2
12383,2
79695,2
14922,2
81750,2
71871,2
81374,2
4886,2
81939,2
11794,2
81242,2
14971,2
76420,2
67806,2
81795,2
14970,2
81324,2
79890,2
9657,2
10726,2
1024,2
75604,2
77091,2
79780,2
13532,2
12965,2
12367,2
3702,2
12819,2
78322,2
1927,2
78573,2
1585,2
13989,2
81063,2
73238,2
81172,2
12427,2
13522,2
81976,2
13737,2
9959,2
7756,2
76304,2
13162,2
9200,2
78275,2
81919,2
11280,2
8771,2
14953,2
81531,2
81649,2
78423,2
9472,2
12249,2
81924,2
7507,2
9680,2
11353,2
14963,2
14636,2
15050,2
2542,2
80064,2
80186,2
10013,2
79372,2
81948,2
1538,2
77382,2
12845,2
67850,2
13937,2
68748,2
6993,2
5031,2
68674,2
68901,2
5307,2
14509,2
14383,2
67810,2
69312,2
81483,2
80426,2
81672,2
9676,2
15012,2
13651,2
67290,2
14869,2
78110,2
14824,2
77990,2
81903,2
78991,2
13159,2
80356,2
77689,2
71442,2
72161,2
550,2
10173,2
77074,2
80734,2
15032,2
14421,2
68203,2
81852,2
10005,2
13861,2
80031,2
80806,2
14245,2
3352,2
10368,2
77742,2
81959,2
80538,2
782,2
76907,2
76856,2
81987,2
13435,2
9136,2
5456,2
72672,2
80983,2
81551,2
9446,2
10998,2
10997,2
13331,2
14684,2
81043,2
14779,2
42,2
15046,2
374,2
76637,2
81746,2
14152,2
75217,2
2373,2
14890,2
14342,2
81971,2
69168,2
68910,2
12716,2
14088,2
13914,2
10852,2
15016,2
13347,2
76262,2
81319,2
9997,2
77459,2
79519,2
5610,2
79501,2
6739,2
79362,2
13366,2
14478,2
81024,2
81318,2
11483,2
14709,2
67736,2
14872,2
81073,2
81759,2
11253,2
78931,2
10099,2
11866,2
14650,2
7783,2
81946,2
14034,2
68937,2
79829,2
79615,2
78028,2
11565,2
79393,2
71400,2
81877,2
81915,2
6614,2
457,2
81267,2
81513,2
81885,2
14991,2
80680,2
8175,2
79514,2
73133,2
11117,2
5785,2
81653,2
15020,2
11651,2
81695,2
74428,2
76845,2
78555,2
2708,2
68242,2
81866,2
79703,2
979,2
71753,2
14262,2
77471,2
14960,2
3120,2
3007,2
81434,2
11372,2
80412,2
81305,2
10767,2
14547,2
82042,2
13724,2
72501,2
77952,2
6373,2
81624,2
11169,2
69996,2
68697,2
15006,2
6662,2
73653,2
11802,2
14169,2
14878,2
81897,2
79395,2
13559,2
13761,2
76889,2
12825,2
12904,2
81811,2
14425,2
80689,2
1250,2
75288,2
14334,2
12986,2
81940,2
81792,2
74725,2
80279,2
14433,2
81781,2
77177,2
81461,2
10969,2
81654,2
14622,2
81686,2
81234,2
7130,2
71751,2
14470,2
81830,2
76493,2
14912,2
79778,2
79556,2
5403,2
12075,2
15026,2
80741,2
1518,2
79682,2
9892,2
15048,2
11488,2
80626,2
74869,2
12453,2
78820,2
81925,2
81609,2
70311,2
70303,2
81789,2
81914,2
12282,2
77019,2
81994,2
3091,2
11646,2
80671,2
79759,2
13361,2
78666,2
81418,2
78596,2
14792,2
11987,2
13537,2
13961,2
8042,2
12468,2
67160,2
79564,2
14103,2
81984,2
13063,2
13941,2
81947,2
81716,2
10640,2
81783,2
78776,2
81621,2
73528,2
81910,2
68298,2
13830,2
79241,2
80191,2
13841,2
74756,2
81139,2
80889,2
11763,2
77787,2
81763,2
69536,2
13254,2
81655,2
81575,2
13062,2
9810,2
14404,2
77510,2
14609,2
80189,2
14533,2
77147,2
72806,2
81315,2
3190,2
15014,3
81663,3
13413,3
81678,3
14353,3
2103,3
80381,3
68228,3
15089,3
14091,3
14836,3
6447,3
15055,3
78264,3
14588,3
14972,3
12245,3
81904,3
11057,3
6733,3
12116,3
15075,3
71025,3
14528,3
14856,3
14692,3
67328,3
13121,3
14327,3
7957,3
13084,3
82034,3
13521,3
14458,3
1443,3
12768,3
9770,3
14522,3
14782,3
10677,3
5873,3
10401,3
14913,3
14924,3
14976,3
81954,3
3716,3
12150,3
14464,3
81981,3
11959,3
14400,3
12608,3
81774,3
2071,3
14577,3
77084,3
15063,3
14733,3
8676,3
14932,3
9888,3
14228,3
4709,3
78086,3
14033,3
81848,3
69416,3
10783,3
78903,3
81988,3
11645,3
78996,3
14195,3
81212,3
13956,3
13971,3
371,3
12523,3
14851,3
81638,3
12266,3
81698,3
14407,3
75249,3
15031,3
9767,3
10199,3
14755,3
81611,3
81918,3
81717,3
14127,3
15030,3
81929,3
15049,3
14893,3
14957,3
14718,3
69379,3
81945,3
14670,3
14938,3
14539,3
13593,3
7069,3
80430,3
14439,3
14996,3
81849,3
81838,3
14720,3
14997,3
13762,3
80530,3
71939,3
8170,3
12383,3
1609,3
14922,3
10094,3
13233,3
75932,3
81939,3
10081,3
9218,3
14970,3
14897,3
1024,3
12802,3
14566,3
81845,3
14214,3
643,3
12498,3
3702,3
10357,3
11879,3
14989,3
78322,3
13094,3
14564,3
78125,3
13737,3
14701,3
14892,3
14676,3
13162,3
8771,3
14953,3
14513,3
9472,3
14329,3
71893,3
81345,3
7507,3
11353,3
14963,3
81964,3
14636,3
70119,3
15050,3
81713,3
1038,3
15047,3
79437,3
12499,3
14791,3
14154,3
81526,3
14942,3
81190,3
14132,3
81948,3
79710,3
79985,3
6211,3
78503,3
12033,3
67850,3
14593,3
8786,3
69391,3
10157,3
10318,3
10170,3
14882,3
14898,3
10915,3
72833,3
79321,3
14866,3
14509,3
14723,3
10380,3
14921,3
14793,3
77163,3
81862,3
81907,3
9716,3
13517,3
13651,3
14869,3
14824,3
72976,3
81894,3
10173,3
14421,3
13255,3
68203,3
10005,3
78936,3
76863,3
10961,3
78283,3
10368,3
81959,3
13570,3
9640,3
14843,3
21552,3
11777,3
11865,3
15000,3
76851,3
11776,3
14661,3
14573,3
14715,3
14634,3
81551,3
15101,3
15040,3
9446,3
81743,3
13331,3
14684,3
15046,3
12968,3
75624,3
14071,3
14152,3
10134,3
11535,3
6345,3
80552,3
81971,3
69168,3
15042,3
15091,3
14655,3
15016,3
15085,3
13347,3
14627,3
15099,3
76262,3
81990,3
14777,3
14478,3
14411,3
15038,3
14797,3
13313,3
81759,3
7403,3
13407,3
13679,3
81273,3
15069,3
81799,3
14259,3
14650,3
14796,3
81946,3
79526,3
15041,3
81877,3
82052,3
12257,3
79909,3
12533,3
14991,3
11029,3
81102,3
81642,3
15044,3
14790,3
81003,3
15020,3
81754,3
81872,3
15028,3
80242,3
15025,3
10333,3
571,3
81978,3
14606,3
68558,3
10322,3
81866,3
979,3
14960,3
9730,3
81853,3
82016,3
77552,3
14547,3
82042,3
15072,3
11169,3
14555,3
11802,3
77935,3
14878,3
81897,3
660,3
14905,3
13761,3
80052,3
9986,3
14802,3
81995,3
81905,3
80689,3
14939,3
82011,3
1250,3
7259,3
14471,3
13948,3
14334,3
13641,3
12050,3
81461,3
14622,3
14830,3
12996,3
81234,3
14463,3
3616,3
3262,3
80801,3
77422,3
14687,3
10422,3
80590,3
79556,3
15026,3
14335,3
81354,3
81986,3
14956,3
80741,3
15051,3
80725,3
14764,3
15048,3
10569,3
5709,3
11044,3
77007,3
81517,3
79139,3
81906,3
12453,3
82031,3
78515,3
14075,3
81522,3
10504,3
79929,3
736,3
11766,3
81312,3
2323,3
6477,3
82040,3
15088,3
3182,3
14745,3
14936,3
80955,3
81418,3
78596,3
14265,3
81776,3
75103,3
14468,3
15010,3
13537,3
14902,3
8042,3
79796,3
14867,3
81984,3
81329,3
79586,3
8575,3
13513,3
10640,3
81783,3
12185,3
3781,3
15064,3
81983,3
78634,3
13519,3
81146,3
81366,3
9982,3
81708,3
14610,3
13062,3
9810,3
13488,3
1321,3
14609,3
67083,3
13768,3
80189,3
80969,3
74481,3
78050,3
15014,4
81663,4
7069,4
14843,4
13413,4
81678,4
14439,4
11777,4
13641,4
14996,4
14353,4
11865,4
76851,4
2103,4
81461,4
81838,4
14661,4
80381,4
14573,4
14634,4
81551,4
9446,4
14720,4
81743,4
13762,4
80530,4
68228,4
14830,4
12996,4
71939,4
8170,4
12383,4
81234,4
1609,4
14463,4
3616,4
75624,4
14836,4
6447,4
15055,4
10094,4
13233,4
78264,4
3262,4
10134,4
81939,4
80801,4
77422,4
14588,4
14972,4
12245,4
14687,4
81904,4
11057,4
80590,4
79556,4
6733,4
6345,4
10081,4
80552,4
69168,4
9218,4
15026,4
14335,4
81354,4
81986,4
14897,4
14956,4
15075,4
71025,4
1024,4
14528,4
14856,4
14655,4
67328,4
12802,4
15051,4
80725,4
13121,4
14327,4
13347,4
81845,4
14214,4
7957,4
14627,4
643,4
15099,4
12498,4
10569,4
11044,4
82034,4
3702,4
10357,4
11879,4
14989,4
13521,4
79139,4
78322,4
81990,4
14777,4
12453,4
14564,4
1443,4
12768,4
9770,4
14522,4
14782,4
78125,4
5873,4
14478,4
10401,4
78515,4
14913,4
14411,4
14701,4
14075,4
81522,4
79929,4
14892,4
14797,4
14676,4
13162,4
13313,4
81759,4
736,4
7403,4
14924,4
8771,4
14953,4
13407,4
81954,4
9472,4
81273,4
3716,4
71893,4
81345,4
81312,4
2323,4
14259,4
14650,4
6477,4
82040,4
81946,4
14464,4
11353,4
3182,4
14636,4
11959,4
70119,4
14745,4
14400,4
79526,4
15041,4
14936,4
12608,4
81774,4
1038,4
15047,4
14577,4
79437,4
77084,4
12499,4
14791,4
80955,4
14733,4
14154,4
81526,4
12257,4
14942,4
81418,4
81190,4
8676,4
14132,4
14932,4
9888,4
14228,4
79909,4
12533,4
14991,4
14265,4
4709,4
79710,4
75103,4
6211,4
14468,4
78503,4
12033,4
13537,4
8042,4
78086,4
81848,4
10783,4
78903,4
81988,4
81642,4
15044,4
67850,4
14790,4
14593,4
81003,4
8786,4
69391,4
81329,4
79586,4
81754,4
10157,4
11645,4
10318,4
81872,4
15028,4
8575,4
10170,4
80242,4
10333,4
13513,4
14606,4
12185,4
68558,4
14898,4
10322,4
81866,4
979,4
9730,4
72833,4
79321,4
14866,4
371,4
81853,4
14723,4
78596,4
12523,4
3781,4
15064,4
14851,4
10380,4
14921,4
81638,4
14793,4
12266,4
77552,4
14547,4
82042,4
81907,4
9716,4
13517,4
13651,4
72976,4
14407,4
14555,4
81146,4
11802,4
81366,4
75249,4
15031,4
9767,4
10199,4
81894,4
77935,4
9982,4
81897,4
14755,4
10173,4
81611,4
14610,4
14127,4
660,4
15030,4
13761,4
13062,4
68203,4
10005,4
80052,4
81929,4
9810,4
15049,4
13488,4
1321,4
76863,4
9986,4
14957,4
14718,4
10961,4
13768,4
80189,4
81945,4
14670,4
14938,4
78283,4
81905,4
80969,4
14939,4
1250,4
74481,4
14471,4
10368,4
13948,4
13570,4
14334,4
15014,5
7069,5
14843,5
13413,5
76851,5
2103,5
14661,5
14573,5
14634,5
81551,5
14720,5
12996,5
12383,5
8170,5
1609,5
75624,5
10094,5
78264,5
3262,5
10134,5
81939,5
12245,5
81904,5
11057,5
80590,5
79556,5
6733,5
6345,5
15026,5
14335,5
81354,5
15075,5
71025,5
1024,5
67328,5
81845,5
14214,5
10569,5
643,5
11044,5
3702,5
10357,5
11879,5
13521,5
12453,5
1443,5
14522,5
78515,5
78125,5
14478,5
14075,5
10401,5
81522,5
14913,5
14701,5
14892,5
14797,5
14676,5
13313,5
81759,5
7403,5
13407,5
81345,5
2323,5
14650,5
14464,5
11353,5
3182,5
70119,5
14745,5
12608,5
15047,5
14791,5
81526,5
12257,5
78596,5
79909,5
12533,5
14991,5
9888,5
14265,5
4709,5
75103,5
12033,5
78086,5
81848,5
15044,5
14790,5
14593,5
8786,5
8575,5
11645,5
13513,5
10170,5
10333,5
14606,5
68558,5
14898,5
10322,5
979,5
3781,5
79321,5
77552,5
14921,5
81638,5
12266,5
14547,5
13651,5
14555,5
81146,5
81366,5
75249,5
9982,5
81897,5
10173,5
14127,5
660,5
68203,5
81929,5
9810,5
15049,5
13488,5
1321,5
76863,5
10961,5
13768,5
80189,5
14670,5
14938,5
